overlay_type,overlay_seed,decision_id,decision_hash,threshold_sensitive_edge_periods,threshold_sensitive_od_periods,vehicle_access_set_changes,allocation_route_changed,allocation_vehicle_changed,allocation_amount_changed,allocation_trips_changed,allocation_pairing_changed,allocation_any_changed,delta_F1,delta_F2,delta_F3,F1,F2,F3,no_ht_F1,no_ht_F2,no_ht_F3,objective_changed,od_periods_considered
SR-A,1,spt,2dcac17970a2c069,6,88,0,0,0,0,0,0,0,0.0,0.0,0.0,2.750384528867655,189326.0,-0.0,2.750384528867655,189326.0,0.0,False,945
SR-A,1,random_0,8d40d32635ded60e,7,77,33,3,4,4,4,0,4,-0.10388934491530044,-34813.5,0.0,4.071961769227105,193701.83333333334,-0.0,3.9680724243118046,158888.33333333334,0.0,True,945
SR-A,1,random_1,931983b1cfc56e73,5,67,6,1,1,3,3,0,3,-0.00221474131821342,-2242.333333333343,0.0,2.954219777702474,151174.0,-0.0,2.9520050363842607,148931.66666666666,0.0,True,945
SR-A,1,random_2,9ba7f727ed7754d2,11,124,33,3,3,3,3,0,3,-0.08399263014261393,-59818.333333333314,0.0,3.05383133966719,219605.33333333334,-0.0,2.969838709524576,159787.00000000003,0.0,True,945
SR-A,1,random_3,1b522b8967324985,8,33,29,3,3,3,3,0,3,-0.08826477885090522,-28422.666666666657,-1.5476508963274682e-13,4.9167085328504765,185284.33333333334,-0.7537666810158044,4.828443753999571,156861.6666666667,-0.7537666810159591,True,945
SR-A,2,spt,622f673f7b00de7d,6,104,0,2,1,2,2,0,2,-0.0008858965272855457,-1640.0,0.0,2.4841466660399814,145737.0,-0.0,2.483260769512696,144097.0,0.0,True,945
SR-A,2,random_0,af10a63c8f0d3d81,6,84,12,1,1,1,1,0,1,0.0,-6186.0,0.0,2.5640480322392314,111133.16666666666,-0.0,2.5640480322392314,104947.16666666666,0.0,True,945
SR-A,2,random_1,0da01ecea6eb06b7,9,115,24,2,2,2,2,0,2,-0.005679303805108837,-5158.0,0.0,2.489044972133083,163883.0,-0.0,2.4833656683279743,158725.0,0.0,True,945
SR-A,2,random_2,c9d2cca74e8698da,6,61,2,1,1,2,1,0,2,-0.0008858965272855457,-4940.0,0.0,2.4758635301835277,139913.0,-0.0,2.474977633656242,134973.0,0.0,True,945
SR-A,2,random_3,4356f2135ec35c26,6,76,41,2,1,2,2,0,2,-0.0008858965272855457,-4363.666666666657,0.0,2.484132290905677,141737.0,-0.0,2.4832463943783916,137373.33333333334,0.0,True,945
SR-A,3,spt,b716b2a11d675167,6,62,0,2,2,2,2,0,2,-0.0015062518333044395,167.33333333334303,0.0,3.0130766525961388,213451.33333333334,-0.0,3.0115704007628343,213618.6666666667,0.0,True,945
SR-A,3,random_0,153214b2a250d8eb,8,107,12,2,2,2,2,0,2,-0.0019413302808892752,-10885.333333333314,-0.6316583388324943,3.513693394577972,249493.83333333334,-0.0,3.5117520642970828,238608.50000000003,-0.6316583388324943,True,945
SR-A,3,random_1,6c92374b1baae84e,10,185,72,3,3,3,3,0,3,-0.1874294868302382,-59466.0,0.0,2.700123018455245,281958.6666666667,-0.0,2.5126935316250067,222492.6666666667,0.0,True,945
SR-A,3,random_2,b47c0b820f965c3e,8,159,68,3,3,3,3,0,3,-0.024339908571403335,-38430.0,0.0,2.974302356700222,224156.0,-0.0,2.9499624481288187,185726.0,0.0,True,945
SR-A,3,random_3,b7af423b91c30526,7,105,6,2,2,2,2,0,2,0.0003670420037060751,-16712.0,0.0,2.9834241946762505,232493.83333333334,-0.0,2.9837912366799566,215781.83333333334,0.0,True,945
SR-A,4,spt,c26d19ff5369f188,6,71,0,0,0,0,0,0,0,0.0,0.0,0.0,2.481190750005429,161492.0,-0.0,2.481190750005429,161492.0,0.0,False,945
SR-A,4,random_0,bf924fb194ff260d,10,43,10,1,1,1,1,0,1,0.0,-420.66666666665697,0.0,2.993072365833319,113500.0,-0.5243610172219633,2.993072365833319,113079.33333333334,-0.5243610172219633,True,945
SR-A,4,random_1,5bce398ed79397f9,9,51,22,0,0,0,0,0,0,0.0,0.0,0.0,2.8641505161389818,119286.66666666667,-0.0,2.8641505161389818,119286.66666666667,0.0,False,945
SR-A,4,random_2,22eb70e88771ff9f,7,100,6,0,1,0,1,0,1,0.0,-850.6666666666279,0.0,2.6033198984401125,138076.3333333333,-0.0,2.6033198984401125,137225.6666666667,0.0,True,945
SR-A,4,random_3,77624f239dfe55ac,9,30,16,2,2,3,3,0,3,-0.001771793054285986,-21216.333333333314,0.0,2.863880973870873,136247.0,-0.0,2.862109180816587,115030.66666666669,0.0,True,945
SR-A,5,spt,988685c8407823d5,6,95,0,1,1,1,1,0,1,0.0,2101.666666666657,0.0,2.4767248887105904,169466.33333333334,-0.0,2.4767248887105904,171568.0,0.0,True,945
SR-A,5,random_0,d5a44b566d57fa6d,6,94,6,0,0,0,0,0,0,0.0,0.0,0.0,2.468017821393497,174964.5,-0.0,2.468017821393497,174964.5,0.0,False,945
SR-A,5,random_1,d1a71c6f671ebfe6,10,92,42,4,4,3,4,0,4,-0.006276942450475609,2635.333333333314,0.0,2.5831019994291466,190665.83333333334,-0.0,2.576825056978671,193301.16666666666,0.0,True,945
SR-A,5,random_2,6f58935a216649c7,7,44,10,1,2,1,2,0,2,0.0,-4868.0,0.0,2.6479655773970983,145413.33333333334,-0.12471308339900133,2.6479655773970983,140545.33333333334,-0.12471308339900133,True,945
SR-A,5,random_3,9bbf5ec8f1c48ec3,10,92,12,1,1,1,1,0,1,0.0,-225.66666666665697,0.0,2.570197316903813,175550.33333333334,-0.0,2.570197316903813,175324.6666666667,0.0,True,945
SR-A,6,spt,47b09488c74e153a,6,87,0,0,0,0,0,0,0,0.0,0.0,0.0,2.520352698329882,144145.0,-0.0,2.520352698329882,144145.0,0.0,False,945
SR-A,6,random_0,96f9038aee9af154,4,15,6,1,1,1,1,0,1,0.0,48.666666666656965,0.0,2.479975751925327,168810.33333333334,-0.0,2.479975751925327,168859.0,0.0,True,945
SR-A,6,random_1,c53ea0d41d50e1e0,9,86,47,2,2,2,2,0,2,-0.05198895700441275,-34160.33333333334,0.0,3.633489269237138,178705.6666666667,-0.775885791791552,3.581500312232725,144545.33333333334,-0.775885791791552,True,945
SR-A,6,random_2,0f6af0f77f248cae,7,65,45,1,1,1,1,0,1,0.0,-15126.0,0.0,2.7237727003249734,149012.16666666666,-0.0,2.7237727003249734,133886.16666666666,0.0,True,945
SR-A,6,random_3,1fbc2eee7593dc9a,6,69,6,0,1,0,1,0,1,0.0,-2316.0,0.0,2.5881207812078433,148718.5,-0.0,2.5881207812078433,146402.5,0.0,True,945
SR-A,7,spt,538a35a05f9d7b32,6,76,0,1,0,1,1,0,1,0.0,-94.66666666667152,0.0,2.4765112784126053,128133.66666666667,-0.0,2.4765112784126053,128039.0,0.0,True,945
SR-A,7,random_0,cc14b50f63cf713a,9,41,21,1,2,3,3,0,3,-0.003544451419741357,-29378.66666666667,0.0,3.0141277435000937,147413.5,-0.0,3.0105832920803524,118034.83333333333,0.0,True,945
SR-A,7,random_1,60dfffaf29602fdf,11,105,24,2,2,2,2,0,2,0.0,-16806.333333333314,0.0,2.472265824543089,160711.3333333333,-0.0,2.472265824543089,143905.0,0.0,True,945
SR-A,7,random_2,7e08dd27379e64ad,9,56,17,1,2,3,3,0,3,-0.0008858965272855457,-591.3333333333576,0.0,2.6036072968333785,128833.00000000001,-0.0,2.602721400306093,128241.66666666666,0.0,True,945
SR-A,7,random_3,01b379291582a044,9,90,20,2,2,3,3,0,3,-0.0008858965272855457,-2631.6666666666715,0.0,2.6101435735339296,117422.66666666667,-0.0,2.609257677006644,114791.0,0.0,True,945
SR-A,8,spt,1f5a333e363fe800,6,105,0,1,1,1,1,0,1,0.0,-840.0,0.0,2.7843807970333287,165122.33333333334,-0.791772843101171,2.7843807970333287,164282.33333333334,-0.791772843101171,True,945
SR-A,8,random_0,d2830ced56cafd3c,7,85,32,2,2,2,2,0,2,-0.0008858965272855457,-915.9999999999709,0.0,2.583982326177285,171765.66666666666,-0.0,2.5830964296499994,170849.6666666667,0.0,True,945
SR-A,8,random_1,41bb8a5eee09a122,7,113,32,2,2,2,2,0,2,-0.009723651740168648,11106.333333333343,0.0,2.4889209842076045,153100.33333333334,-0.0,2.479197332467436,164206.6666666667,0.0,True,945
SR-A,8,random_2,ee9200228949bef3,10,101,48,3,3,3,3,0,3,-0.17359788928650577,-22788.333333333343,0.0,3.9152246648963436,163996.0,-0.6589531958379666,3.741626775609838,141207.66666666666,-0.6589531958379666,True,945
SR-A,8,random_3,bf8b85bee4e86ddd,7,105,46,2,2,2,2,0,2,-0.0028404889396602684,-39992.333333333314,0.0,2.4816079594669826,208819.0,-0.0,2.4787674705273224,168826.6666666667,0.0,True,945
SR-A,9,spt,8e8274f04833e410,6,107,0,2,2,2,2,0,2,0.002657689581856637,-3020.666666666657,0.0,2.4729388389987097,146679.33333333334,-0.0,2.4755965285805663,143658.6666666667,0.0,True,945
SR-A,9,random_0,57ab8fee3955b4fb,5,67,3,0,0,0,0,0,0,0.0,0.0,0.0,2.4694180396927212,193786.6666666667,-0.0,2.4694180396927212,193786.6666666667,0.0,False,945
SR-A,9,random_1,796433e468eae10e,6,33,11,2,2,2,2,0,2,0.0,-29400.00000000003,0.0,2.6211559343684403,229837.33333333334,-0.0,2.6211559343684403,200437.3333333333,0.0,True,945
SR-A,9,random_2,c2b019e7977b752f,8,62,24,1,3,1,3,0,3,0.0,-59962.666666666686,0.0,2.7966080006334098,235033.1666666667,-0.0,2.7966080006334098,175070.5,0.0,True,945
SR-A,9,random_3,e4a539af7733d375,6,77,21,1,2,1,2,0,2,0.0,-26442.666666666686,0.0,2.733975116152835,230761.33333333334,-0.0,2.733975116152835,204318.66666666666,0.0,True,945
SR-A,10,spt,6a60729c1c0ef994,6,62,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0196932690188705,168328.0,-0.7789799072634196,3.0196932690188705,168328.0,-0.7789799072634196,False,945
SR-A,10,random_0,cb38da04270bc503,10,91,58,5,5,4,5,0,5,-0.00029453649038480023,-15872.50000000003,-0.07741935483954876,3.0703486362996264,188083.1666666667,-0.0,3.0700540998092416,172210.66666666666,-0.07741935483954876,True,945
SR-A,10,random_1,a000b40ddad1aef3,10,127,64,4,4,4,4,0,4,-0.16558997328327418,-53056.66666666666,0.5660972654904981,3.4591467556077466,220929.0,-0.5660972654904981,3.2935567823244725,167872.33333333334,0.0,True,945
SR-A,10,random_2,eff57d322f8baf7b,8,25,19,2,2,2,2,0,2,0.0,-10828.333333333314,0.0,3.6871255682969624,173089.0,-0.0,3.6871255682969624,162260.6666666667,0.0,True,945
SR-A,10,random_3,8a77b026e5c5fb76,6,84,55,4,4,4,4,0,4,-0.1984483994164412,-35340.0,0.0,3.4053316046508657,193903.6666666667,-0.0,3.2068832052344245,158563.6666666667,0.0,True,945
SR-A,11,spt,cef56bc6fcb1e9ce,6,104,0,1,1,1,1,0,1,0.0,-1758.0,0.0,2.8179889024522886,225390.83333333334,-0.7935577009830013,2.8179889024522886,223632.83333333334,-0.7935577009830013,True,945
SR-A,11,random_0,a13a7050478ea4ab,6,43,43,2,2,2,2,0,2,-0.20018845313485922,-11286.666666666657,0.0,3.8353596132277,196883.66666666666,-0.7541153399870382,3.635171160092841,185597.0,-0.7541153399870382,True,945
SR-A,11,random_1,0c20cfdebf12b4f5,7,20,10,0,1,0,1,0,1,0.0,-13309.333333333343,0.0,4.166693848650206,187695.6666666667,-0.6360870094467828,4.166693848650206,174386.33333333334,-0.6360870094467828,True,945
SR-A,11,random_2,9bb76b3255361aa1,8,106,26,2,2,2,2,0,2,0.0008858965274951558,-2929.500000000029,0.0,2.4686098806324486,201657.83333333334,-0.0,2.4694957771599437,198728.3333333333,0.0,True,945
SR-A,11,random_3,9ab9e91932d7ac17,10,128,52,3,3,3,3,0,3,-0.011860257189676204,-61604.66666666666,0.0,3.0592390714285136,261100.33333333334,-0.7935577009830013,3.0473788142388374,199495.6666666667,-0.7935577009830013,True,945
SR-A,12,spt,e43af2d3e636ea25,6,123,0,1,1,1,1,0,1,0.0,192.0,0.0,2.574808257357355,168064.6666666667,-0.0,2.574808257357355,168256.6666666667,0.0,True,945
SR-A,12,random_0,ce194482de7dfc90,8,148,75,3,3,3,3,0,3,-0.10139239709843251,-16881.333333333372,0.0,2.6778921672772666,198941.1666666667,-0.0,2.576499770178834,182059.8333333333,0.0,True,945
SR-A,12,random_1,650aab9f01457e32,9,155,56,3,3,3,3,0,3,-0.20729488778977379,-31382.0,0.30998672189980425,3.8543957745636566,256414.0,-0.3505156163164429,3.6471008867738828,225032.0,-0.04052889441663865,True,945
SR-A,12,random_2,c4ba05431873c5f3,7,59,8,0,0,0,0,0,0,0.0,0.0,0.0,3.4188518781006385,214943.0,-0.0,3.4188518781006385,214943.0,0.0,False,945
SR-A,12,random_3,7e06d1efcca451dd,6,53,16,0,0,0,0,0,0,0.0,0.0,0.0,3.1530829199149553,207464.0,-0.0,3.1530829199149553,207464.0,0.0,False,945
SR-A,13,spt,f88427c7f0d571c3,6,119,0,1,1,2,1,0,2,0.00044294826364321693,-1256.666666666657,0.0,2.476059617867187,217570.66666666666,-0.0,2.47650256613083,216314.0,0.0,True,945
SR-A,13,random_0,06047805cfc537da,9,114,51,2,2,2,2,0,2,-0.2001154398805447,5472.0,0.0,3.3006230630619147,192125.0,-0.0,3.10050762318137,197597.0,0.0,True,945
SR-A,13,random_1,1d690f3ee8aecbba,10,89,12,1,1,1,1,0,1,0.0,-5371.333333333343,0.0,3.367171622720094,181890.6666666667,-0.6268150107780457,3.367171622720094,176519.33333333334,-0.6268150107780457,True,945
SR-A,13,random_2,923a1f35d7abd410,4,47,4,0,0,0,0,0,0,0.0,0.0,0.0,3.9005642452328475,178290.0,-0.6256317814168142,3.9005642452328475,178290.0,-0.6256317814168142,False,945
SR-A,13,random_3,c51786c8f9c7ee0a,10,86,39,3,3,3,3,0,3,-0.007430892759888064,-81445.0,0.02608206389049883,3.2082305107492286,260265.33333333334,-0.3911251572480978,3.2007996179893405,178820.33333333334,-0.365043093357599,True,945
SR-A,14,spt,8431172774ae500a,6,102,0,1,1,1,1,0,1,0.0,1920.0,0.0,2.479105073823588,148287.33333333334,-0.0,2.479105073823588,150207.33333333334,0.0,True,945
SR-A,14,random_0,01f660e2c5b57294,6,57,7,1,1,1,1,0,1,0.0,-30669.0,0.0,2.842304292263492,191694.33333333334,-0.0,2.842304292263492,161025.33333333334,0.0,True,945
SR-A,14,random_1,650db6188cae9115,9,135,31,2,2,2,2,0,2,-0.07921668981214847,-10252.0,0.0,2.562569963723611,180225.0,-0.0,2.4833532739114625,169973.0,0.0,True,945
SR-A,14,random_2,744b17439b08f69c,7,74,32,3,3,3,3,0,3,-0.019418933219566448,-27771.33333333333,0.00031569768634653883,3.188138226709963,156535.5,-0.6770549982338707,3.1687192934903967,128764.16666666667,-0.6767393005475242,True,945
SR-A,14,random_3,22f92e362654cf94,10,92,47,1,1,1,1,0,1,0.0,-9768.333333333314,0.0,2.4862384884863094,151203.3333333333,-0.0,2.4862384884863094,141435.0,0.0,True,945
SR-A,15,spt,cadf7e85e405c2b3,6,100,0,0,0,0,0,0,0,0.0,0.0,0.0,2.8232636428065208,194256.0,-0.7928849461386562,2.8232636428065208,194256.0,-0.7928849461386562,False,945
SR-A,15,random_0,02a278948b930c50,7,85,52,4,4,4,4,0,4,-0.13690873942235715,-31396.166666666657,0.0,2.9822312057593887,163646.0,-0.0,2.8453224663370316,132249.83333333334,0.0,True,945
SR-A,15,random_1,f473a6b0fb953394,10,167,43,3,3,3,3,0,3,-0.11083193701920369,-40712.99999999997,0.0,2.958501580939793,216667.33333333334,-0.0,2.8476696439205895,175954.33333333337,0.0,True,945
SR-A,15,random_2,482d403b6fcb2a92,8,120,39,2,2,2,2,0,2,-0.0005889142605823849,-6798.666666666686,0.0,2.5250645067965722,196650.6666666667,-0.0,2.52447559253599,189852.0,0.0,True,945
SR-A,15,random_3,621bd66b7d413177,8,98,58,4,4,4,4,0,4,-0.10306594285698889,-47828.66666666666,0.0,3.056767427090877,211063.0,-0.0,2.9537014842338882,163234.33333333334,0.0,True,945
SR-A,16,spt,36a23992870890d5,6,147,0,0,0,0,0,0,0,0.0,0.0,0.0,2.4742299437885196,169487.0,-0.0,2.4742299437885196,169487.0,0.0,False,945
SR-A,16,random_0,4c8fcfe8c71b66a2,10,133,9,3,3,3,3,0,3,0.0,-12988.333333333314,0.0,2.5813249111980485,163859.0,-0.0,2.5813249111980485,150870.6666666667,0.0,True,945
SR-A,16,random_1,601dd97b54eb6732,7,76,15,2,2,2,2,0,2,0.0,-17280.0,0.0,2.697058271741171,153699.6666666667,-0.0,2.697058271741171,136419.6666666667,0.0,True,945
SR-A,16,random_2,ca00b230d5e38ba1,8,61,12,1,2,1,2,0,2,0.0,-4400.666666666657,0.0,2.990892512803134,139632.33333333334,-0.0,2.990892512803134,135231.6666666667,0.0,True,945
SR-A,16,random_3,ff20240b5d45fc61,8,101,30,1,2,2,2,0,3,-0.0002761970822557913,-1522.666666666686,0.0,2.710694011957081,156297.6666666667,-0.0,2.710417814874825,154775.0,0.0,True,945
SR-A,17,spt,4b3b867766903693,6,101,0,2,2,2,2,0,2,0.00044294826364232875,1347.333333333314,0.0,2.473222280078075,172418.33333333337,-0.0,2.4736652283417175,173765.6666666667,0.0,True,945
SR-A,17,random_0,d3a0bed4c4e6dbd0,8,89,12,1,1,2,2,0,2,-0.0008858965272864339,-5672.0,0.0,2.616859569841025,149730.0,-0.0,2.6159736733137384,144058.0,0.0,True,945
SR-A,17,random_1,b271ac628b281f6d,11,134,21,2,2,2,2,0,2,-0.0008858965272855457,-29439.666666666686,0.0,2.472763787765631,200723.33333333337,-0.0,2.4718778912383454,171283.6666666667,0.0,True,945
SR-A,17,random_2,40931fe8c3ed4587,8,102,23,2,2,2,2,0,2,0.0,-26753.0,0.0,2.7458496682415117,170899.6666666667,-0.0,2.7458496682415117,144146.6666666667,0.0,True,945
SR-A,17,random_3,4d578f33dbba5b7b,4,66,20,4,3,3,3,0,4,0.0,-9095.833333333343,0.0,2.809609444845597,147925.5,-0.0,2.809609444845597,138829.66666666666,0.0,True,945
SR-A,18,spt,ccdbd511c12cbef2,6,100,0,0,0,0,0,0,0,0.0,0.0,0.0,3.032506586960616,178647.5,-0.7318221015348172,3.032506586960616,178647.5,-0.7318221015348172,False,945
SR-A,18,random_0,6e5ac436d6ef0af8,8,10,5,2,2,2,2,0,2,0.0,-3752.666666666686,0.0,4.605155917789629,141588.6666666667,-0.7518168998803958,4.605155917789629,137836.0,-0.7518168998803958,True,945
SR-A,18,random_1,d0975edcb2e60d60,9,99,41,3,3,3,3,0,3,-0.10892236379492726,-12059.333333333343,0.0,4.6316013148941275,160234.6666666667,-0.761169102295753,4.5226789510992,148175.33333333334,-0.761169102295753,True,945
SR-A,18,random_2,0deb6378d69d8f2d,8,90,47,3,3,3,3,0,3,-0.1077041344222005,-12325.333333333314,0.0,4.438320718405329,162690.0,-0.761169102295753,4.3306165839831285,150364.6666666667,-0.761169102295753,True,945
SR-A,18,random_3,c451d2674741660a,8,57,11,0,0,0,0,0,0,0.0,0.0,0.0,4.330616583983165,144334.0,-0.0,4.330616583983165,144334.0,0.0,False,945
SR-A,19,spt,9bf33124c3312864,6,97,0,1,1,1,1,0,1,0.0,626.6666666666861,0.0,2.477237122039286,148064.66666666666,-0.0,2.477237122039286,148691.33333333334,0.0,True,945
SR-A,19,random_0,c81ae81ebc5e1733,9,83,44,2,2,2,2,0,2,0.0,-52894.00000000003,0.0,3.6928847724407294,188705.33333333337,-0.0,3.6928847724407294,135811.33333333334,0.0,True,945
SR-A,19,random_1,c18af238a154357f,7,103,12,1,1,1,1,0,1,0.0,-23849.666666666686,0.0,2.487318076683416,187707.6666666667,-0.0,2.487318076683416,163858.0,0.0,True,945
SR-A,19,random_2,a5e8629af7d34620,6,32,15,3,3,3,3,0,3,0.002657689581856637,-8406.666666666686,0.0,2.841919990634657,151558.33333333334,-0.0,2.8445776802165135,143151.66666666666,0.0,True,945
SR-A,19,random_3,9c2bf2f32f438631,10,119,76,3,3,3,3,0,3,-0.15493764289211676,-18299.666666666628,0.0,2.7521397382427253,186822.5,-0.0,2.5972020953506085,168522.83333333337,0.0,True,945
SR-A,20,spt,f0f65c2feb5e4a94,6,100,0,0,0,0,0,0,0,0.0,0.0,0.0,2.477354820402353,207443.0,-0.0,2.477354820402353,207443.0,0.0,False,945
SR-A,20,random_0,8a5e4afc93195970,8,24,10,1,1,1,1,0,1,0.0,-2492.666666666686,0.0,4.9537749969308775,156481.33333333334,-0.7726550079487424,4.9537749969308775,153988.66666666666,-0.7726550079487424,True,945
SR-A,20,random_1,0c0c06f27d8697f6,8,167,65,2,2,2,2,0,2,-0.15440642840425856,-16382.0,0.0,3.4149537895962894,196067.3333333333,-0.0,3.260547361192031,179685.3333333333,0.0,True,945
SR-A,20,random_2,b78a5b218f2091bd,9,127,7,2,2,2,2,0,2,-0.0008858965272855457,-5185.0,0.0,2.8441938544903422,168717.33333333334,-0.0,2.8433079579630567,163532.33333333334,0.0,True,945
SR-A,20,random_3,3bc306d2c2818fc3,7,96,12,1,1,1,1,0,1,0.0,-10975.00000000003,0.0,2.4705482425876495,201497.50000000003,-0.0,2.4705482425876495,190522.5,0.0,True,945
SR-B,1,spt,44477d374d33d2bc,6,17,3,0,0,0,0,0,0,0.0,0.0,0.0,2.4870218903995154,186159.0,-0.0,2.4870218903995154,186159.0,0.0,False,945
SR-B,1,random_0,ec5d738aca2dfe6b,6,29,3,0,0,0,0,0,0,0.0,0.0,0.0,2.578150491779292,171095.0,-0.0,2.578150491779292,171095.0,0.0,False,945
SR-B,1,random_1,98ecc6978464b61a,8,66,3,2,2,2,2,0,2,0.0008858965272855457,-1073.333333333314,0.0,2.486553181701284,189052.8333333333,-0.0,2.4874390782285696,187979.5,0.0,True,945
SR-B,1,random_2,fe53bbd210630cb1,10,132,39,2,2,2,2,0,2,-0.025521523349017805,-6532.0,0.0,2.5123255083460565,205331.0,-0.0,2.4868039849970387,198799.0,0.0,True,945
SR-B,1,random_3,f9fe56cd0558e8ee,5,54,3,1,1,1,1,0,1,0.0,-24950.0,0.0,2.576638015073045,183533.6666666667,-0.0,2.576638015073045,158583.6666666667,0.0,True,945
SR-B,2,spt,cfbee68a3a414085,6,65,49,2,1,2,2,0,2,0.00018055619411416757,-2496.0,0.0,2.484461148629797,142243.0,-0.7973068745568526,2.484641704823911,139747.0,-0.7973068745568526,True,945
SR-B,2,random_0,eef8312bebc0f60b,7,34,14,1,2,1,2,0,2,0.0,-38689.33333333334,0.0,2.5650130456409173,144343.83333333334,-0.0,2.5650130456409173,105654.5,0.0,True,945
SR-B,2,random_1,feb95d3af14c9cb8,6,24,6,0,0,0,0,0,0,0.0,0.0,0.0,2.475725780452313,124469.0,-0.0,2.475725780452313,124469.0,0.0,False,945
SR-B,2,random_2,23155a0930047ab2,8,34,16,2,1,2,2,0,2,0.0008858965272855457,-1284.0,0.0,2.480249198508357,131941.0,-0.0,2.4811350950356426,130657.0,0.0,True,945
SR-B,2,random_3,f8ee6500065ebb1f,7,53,35,2,1,2,2,0,2,-0.0005357069646074741,280.6666666666715,0.0,2.4761352738137115,125267.0,-0.0,2.475599566849104,125547.66666666667,0.0,True,945
SR-B,3,spt,4a34bd856bacf803,6,67,6,2,2,2,2,0,2,0.0,-4765.666666666657,0.0,2.488031728236722,170086.66666666666,-0.0,2.488031728236722,165321.0,0.0,True,945
SR-B,3,random_0,04ec327ec8941706,5,45,6,1,1,1,1,0,1,0.0,-985.3333333333139,0.0,2.611592863709568,151260.0,-0.6756071759491533,2.611592863709568,150274.6666666667,-0.6756071759491533,True,945
SR-B,3,random_1,d7e6705e063bcb3e,7,70,9,2,2,2,2,0,2,-0.0017717930545710914,-4199.333333333343,0.0,2.4879240275824195,152256.33333333334,-0.0,2.4861522345278484,148057.0,0.0,True,945
SR-B,3,random_2,efd92b6885282e53,9,181,45,2,2,2,2,0,2,0.0013288447909278744,-10635.333333333314,0.0,2.483760582703198,232486.0,-0.0,2.4850894274941258,221850.6666666667,0.0,True,945
SR-B,3,random_3,ee9510a581052450,5,72,38,2,2,2,2,0,2,0.0008858965272864339,-8949.333333333314,0.0,2.483481585005306,214226.66666666666,-0.0,2.4843674815325922,205277.33333333334,0.0,True,945
SR-B,4,spt,e41d09f69b179180,6,131,18,1,1,1,1,0,1,0.0,826.0000000000291,0.0,2.573567943596985,133997.66666666666,-0.0,2.573567943596985,134823.6666666667,0.0,True,945
SR-B,4,random_0,946151b739e07c7a,6,129,44,1,1,2,2,0,2,0.0017717930545710914,-3226.0,0.0,2.4809858047942184,210452.0,-0.0,2.4827575978487895,207226.0,0.0,True,945
SR-B,4,random_1,7ed08f81cf79f9f1,9,152,18,0,0,0,0,0,0,0.0,0.0,0.0,2.4801321620664654,195390.33333333334,-0.0,2.4801321620664654,195390.33333333334,0.0,False,945
SR-B,4,random_2,e737d1b19833d633,7,94,18,1,1,1,1,0,1,0.0,-10724.666666666686,0.0,2.529022745287156,226584.33333333334,-0.0,2.529022745287156,215859.66666666666,0.0,True,945
SR-B,4,random_3,91213e56e74ce9d5,8,154,42,2,2,2,2,0,2,0.0022147413182143083,-48002.66666666663,0.0,2.476742442629564,270815.3333333333,-0.0,2.478957183947778,222812.6666666667,0.0,True,945
SR-B,5,spt,53b87206ef4a21fe,6,16,6,0,0,0,0,0,0,0.0,0.0,0.0,2.4818672836181372,127581.0,-0.0,2.4818672836181372,127581.0,0.0,False,945
SR-B,5,random_0,00a516f3f46fa1af,7,33,6,2,2,2,2,0,2,-0.0008858965272855457,-2795.333333333343,0.0,2.4772362404215134,159519.5,-0.0,2.476350343894228,156724.16666666666,0.0,True,945
SR-B,5,random_1,470bc3aa1b98868a,8,24,6,1,1,1,1,0,1,0.0,-19232.666666666686,0.0,2.476551579130075,188871.33333333334,-0.0,2.476551579130075,169638.66666666666,0.0,True,945
SR-B,5,random_2,80bf72b05cfcb01e,7,17,6,1,1,1,1,0,1,0.0,-3950.0,0.0,2.474073690226053,167962.5,-0.6432936792371038,2.474073690226053,164012.5,-0.6432936792371038,True,945
SR-B,5,random_3,551bf068d13d0382,8,35,9,2,2,2,2,0,2,0.0,-2502.0,0.0,2.478888275472933,180350.33333333334,-0.0,2.478888275472933,177848.33333333334,0.0,True,945
SR-B,6,spt,d3f772548f36ac52,6,79,3,2,2,2,2,0,2,-0.00044294826328084014,-2135.000000000029,-1.4732659536775827e-13,2.4845745361474973,154795.33333333334,-0.7973068745568526,2.4841315878842165,152660.3333333333,-0.7973068745569999,True,945
SR-B,6,random_0,94b2167fd952f598,8,69,6,1,2,2,3,0,3,0.0008858965272855457,-918.0,0.0,2.491208075133841,178057.0,-0.0,2.4920939716611263,177139.0,0.0,True,945
SR-B,6,random_1,1cbac5ae662b1392,9,59,3,0,2,0,2,0,2,0.0,-4912.0,0.0,2.724715614970725,161893.83333333334,-0.19351427564379264,2.724715614970725,156981.83333333334,-0.19351427564379264,True,945
SR-B,6,random_2,f96c83cca5971cd4,8,95,3,0,1,0,1,0,1,0.0,-5151.0,0.0,2.5270056783362733,181774.0,-0.0,2.5270056783362733,176623.0,0.0,True,945
SR-B,6,random_3,10c33c1a813166f6,8,91,0,2,2,2,2,0,2,0.0,-14958.0,0.0,2.4834963970402795,220825.0,-0.0,2.4834963970402795,205867.0,0.0,True,945
SR-B,7,spt,39ca787b99b9439e,6,62,33,0,0,0,0,0,0,0.0,0.0,0.0,2.465630339673064,134675.0,-0.0,2.465630339673064,134675.0,0.0,False,945
